"county","year","latitude","longitude","rate","county_filename"
"Grays Harbor County, WA",1995,47.0939649,-123.8414928,10.4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",1996,47.0939649,-123.8414928,10.2,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",1997,47.0939649,-123.8414928,8.7,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",1998,47.0939649,-123.8414928,8.7,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",1999,47.0939649,-123.8414928,7.8,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2000,47.0939649,-123.8414928,7.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2001,47.0939649,-123.8414928,9.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2002,47.0939649,-123.8414928,9.4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2003,47.0939649,-123.8414928,9.4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2004,47.0939649,-123.8414928,8.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2005,47.0939649,-123.8414928,7.5,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2006,47.0939649,-123.8414928,6.9,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2007,47.0939649,-123.8414928,7.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2008,47.0939649,-123.8414928,7.8,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2009,47.0939649,-123.8414928,13.2,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2010,47.0939649,-123.8414928,13.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Grays Harbor County, WA",2011,47.0939649,-123.8414928,13.2,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Grays_Harbor_County_WA.csv"
"Island County, WA",1992,48.138911375,-122.552384,5.7,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1993,48.138911375,-122.552384,5.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1994,48.138911375,-122.552384,5.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1995,48.138911375,-122.552384,4.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1996,48.138911375,-122.552384,4.2,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1997,48.138911375,-122.552384,3.2,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1998,48.138911375,-122.552384,3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",1999,48.138911375,-122.552384,3.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2000,48.138911375,-122.552384,5,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2001,48.138911375,-122.552384,6.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2002,48.138911375,-122.552384,7.4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2003,48.138911375,-122.552384,7.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2004,48.138911375,-122.552384,6.9,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2005,48.138911375,-122.552384,5.9,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2006,48.138911375,-122.552384,5.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2007,48.138911375,-122.552384,5,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2008,48.138911375,-122.552384,5.5,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2009,48.138911375,-122.552384,8.9,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2010,48.138911375,-122.552384,9.4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Island County, WA",2011,48.138911375,-122.552384,9.1,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Island_County_WA.csv"
"Jefferson County, WA",1992,47.9475262222222,-122.995803333333,8.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Jefferson_County_WA.csv"
