county,state,year,rate,latitude,longitude
Abbeville County,SC,1992,7.5,34.27875938,-82.37544538
Abbeville County,SC,1993,9.1,34.27875938,-82.37544538
Abbeville County,SC,1994,8.1,34.27875938,-82.37544538
Abbeville County,SC,1995,6.4,34.27875938,-82.37544538
Abbeville County,SC,1996,6.4,34.27875938,-82.37544538
Abbeville County,SC,1997,6.4,34.27875938,-82.37544538
Abbeville County,SC,1998,4.6,34.27875938,-82.37544538
Abbeville County,SC,1999,5.4,34.27875938,-82.37544538
Abbeville County,SC,2000,3.6,34.27875938,-82.37544538
Abbeville County,SC,2001,6.6,34.27875938,-82.37544538
Abbeville County,SC,2002,7.9,34.27875938,-82.37544538
Abbeville County,SC,2003,8.8,34.27875938,-82.37544538
Abbeville County,SC,2004,8.2,34.27875938,-82.37544538
Abbeville County,SC,2005,7.8,34.27875938,-82.37544538
Abbeville County,SC,2006,8.7,34.27875938,-82.37544538
Abbeville County,SC,2007,8,34.27875938,-82.37544538
Abbeville County,SC,2008,8,34.27875938,-82.37544538
Abbeville County,SC,2009,14.5,34.27875938,-82.37544538
Abbeville County,SC,2010,13.1,34.27875938,-82.37544538
Abbeville County,SC,2011,11.7,34.27875938,-82.37544538
Acadia Parish,LA,1992,8.8,30.28149633,-92.41479467
Acadia Parish,LA,1993,7.6,30.28149633,-92.41479467
Acadia Parish,LA,1994,7.2,30.28149633,-92.41479467
Acadia Parish,LA,1995,6.9,30.28149633,-92.41479467
Acadia Parish,LA,1996,7,30.28149633,-92.41479467
Acadia Parish,LA,1997,5.5,30.28149633,-92.41479467
Acadia Parish,LA,1998,5.6,30.28149633,-92.41479467
Acadia Parish,LA,1999,6.9,30.28149633,-92.41479467
Acadia Parish,LA,2000,5.4,30.28149633,-92.41479467
Acadia Parish,LA,2001,5.6,30.28149633,-92.41479467
Acadia Parish,LA,2002,6,30.28149633,-92.41479467
Acadia Parish,LA,2003,6.6,30.28149633,-92.41479467
Acadia Parish,LA,2004,5.3,30.28149633,-92.41479467
Acadia Parish,LA,2005,5.7,30.28149633,-92.41479467
Acadia Parish,LA,2006,3.2,30.28149633,-92.41479467
Acadia Parish,LA,2007,3.3,30.28149633,-92.41479467
Acadia Parish,LA,2008,3.8,30.28149633,-92.41479467
Acadia Parish,LA,2009,6.3,30.28149633,-92.41479467
Acadia Parish,LA,2010,6.8,30.28149633,-92.41479467
Acadia Parish,LA,2011,6.3,30.28149633,-92.41479467
Accomack County,VA,1992,9.1,37.79077145,-75.65468564
Accomack County,VA,1993,8.8,37.79077145,-75.65468564
Accomack County,VA,1994,7.8,37.79077145,-75.65468564
Accomack County,VA,1995,8.1,37.79077145,-75.65468564
Accomack County,VA,1996,9,37.79077145,-75.65468564
Accomack County,VA,1997,8.8,37.79077145,-75.65468564
Accomack County,VA,1998,6.4,37.79077145,-75.65468564
Accomack County,VA,1999,6.2,37.79077145,-75.65468564
Accomack County,VA,2000,3,37.79077145,-75.65468564
Accomack County,VA,2001,3.4,37.79077145,-75.65468564
Accomack County,VA,2002,4.1,37.79077145,-75.65468564
Accomack County,VA,2003,4.3,37.79077145,-75.65468564
Accomack County,VA,2004,4.6,37.79077145,-75.65468564
Accomack County,VA,2005,4.6,37.79077145,-75.65468564
Accomack County,VA,2006,4.2,37.79077145,-75.65468564
Accomack County,VA,2007,4.1,37.79077145,-75.65468564
Accomack County,VA,2008,5,37.79077145,-75.65468564
Accomack County,VA,2009,6.6,37.79077145,-75.65468564
Accomack County,VA,2010,6.9,37.79077145,-75.65468564
Accomack County,VA,2011,7.2,37.79077145,-75.65468564
Ada County,ID,1992,4.2,43.60242194,-116.3203371
Ada County,ID,1993,3.9,43.60242194,-116.3203371
Ada County,ID,1994,3.4,43.60242194,-116.3203371
Ada County,ID,1995,3.4,43.60242194,-116.3203371
Ada County,ID,1996,3.4,43.60242194,-116.3203371
Ada County,ID,1997,3,43.60242194,-116.3203371
Ada County,ID,1998,3.2,43.60242194,-116.3203371
Ada County,ID,1999,3.1,43.60242194,-116.3203371
Ada County,ID,2000,3.3,43.60242194,-116.3203371
Ada County,ID,2001,3.7,43.60242194,-116.3203371
Ada County,ID,2002,4.6,43.60242194,-116.3203371
Ada County,ID,2003,4.5,43.60242194,-116.3203371
Ada County,ID,2004,3.8,43.60242194,-116.3203371
Ada County,ID,2005,3.1,43.60242194,-116.3203371
Ada County,ID,2006,2.3,43.60242194,-116.3203371
Ada County,ID,2007,2.6,43.60242194,-116.3203371
Ada County,ID,2008,4.5,43.60242194,-116.3203371
Ada County,ID,2009,7.5,43.60242194,-116.3203371
Ada County,ID,2010,8.4,43.60242194,-116.3203371
Ada County,ID,2011,8,43.60242194,-116.3203371
Adair County,IA,1992,3.3,41.33507785,-94.47317154
Adair County,IA,1993,3.5,41.33507785,-94.47317154
Adair County,IA,1994,3.3,41.33507785,-94.47317154
Adair County,IA,1995,3.6,41.33507785,-94.47317154
Adair County,IA,1996,3.3,41.33507785,-94.47317154
Adair County,IA,1997,2.8,41.33507785,-94.47317154
Adair County,IA,1998,2.6,41.33507785,-94.47317154
Adair County,IA,1999,2.4,41.33507785,-94.47317154
Adair County,IA,2000,2.8,41.33507785,-94.47317154
Adair County,IA,2001,2.7,41.33507785,-94.47317154
Adair County,IA,2002,3.6,41.33507785,-94.47317154
Adair County,IA,2003,4,41.33507785,-94.47317154
Adair County,IA,2004,4.3,41.33507785,-94.47317154
Adair County,IA,2005,4,41.33507785,-94.47317154
Adair County,IA,2006,3.2,41.33507785,-94.47317154
Adair County,IA,2007,3.6,41.33507785,-94.47317154
Adair County,IA,2008,3.9,41.33507785,-94.47317154
Adair County,IA,2009,5.6,41.33507785,-94.47317154
Adair County,IA,2010,5.5,41.33507785,-94.47317154
Adair County,IA,2011,4.8,41.33507785,-94.47317154
Adair County,KY,1992,7.2,37.1418728,-85.23975
Adair County,KY,1993,6.5,37.1418728,-85.23975
Adair County,KY,1994,5.5,37.1418728,-85.23975
Adair County,KY,1995,7.1,37.1418728,-85.23975
Adair County,KY,1996,8.6,37.1418728,-85.23975
Adair County,KY,1997,17.9,37.1418728,-85.23975
Adair County,KY,1998,15.6,37.1418728,-85.23975
Adair County,KY,1999,9.5,37.1418728,-85.23975
Adair County,KY,2000,5.1,37.1418728,-85.23975
Adair County,KY,2001,4.8,37.1418728,-85.23975
Adair County,KY,2002,5.5,37.1418728,-85.23975
Adair County,KY,2003,6,37.1418728,-85.23975
Adair County,KY,2004,5.4,37.1418728,-85.23975
Adair County,KY,2005,5.7,37.1418728,-85.23975
Adair County,KY,2006,5.9,37.1418728,-85.23975
Adair County,KY,2007,6.1,37.1418728,-85.23975
Adair County,KY,2008,7,37.1418728,-85.23975
Adair County,KY,2009,10.7,37.1418728,-85.23975
Adair County,KY,2010,10.4,37.1418728,-85.23975
Adair County,KY,2011,9.9,37.1418728,-85.23975
Adair County,MO,1992,2.7,40.15517989,-92.57712778
Adair County,MO,1993,3.8,40.15517989,-92.57712778
Adair County,MO,1994,3.1,40.15517989,-92.57712778
Adair County,MO,1995,2.9,40.15517989,-92.57712778
Adair County,MO,1996,2.8,40.15517989,-92.57712778
Adair County,MO,1997,2.3,40.15517989,-92.57712778
Adair County,MO,1998,2.4,40.15517989,-92.57712778
Adair County,MO,1999,1.7,40.15517989,-92.57712778
Adair County,MO,2000,2.9,40.15517989,-92.57712778
Adair County,MO,2001,4.2,40.15517989,-92.57712778
Adair County,MO,2002,4.2,40.15517989,-92.57712778
Adair County,MO,2003,4.9,40.15517989,-92.57712778
Adair County,MO,2004,4.9,40.15517989,-92.57712778
Adair County,MO,2005,4.2,40.15517989,-92.57712778
Adair County,MO,2006,4.3,40.15517989,-92.57712778
Adair County,MO,2007,4.8,40.15517989,-92.57712778
Adair County,MO,2008,5.1,40.15517989,-92.57712778
Adair County,MO,2009,6.7,40.15517989,-92.57712778
Adair County,MO,2010,7.1,40.15517989,-92.57712778
Adair County,MO,2011,7.5,40.15517989,-92.57712778
Adair County,OK,1992,5.8,35.940102,-94.6819925
Adair County,OK,1993,5.4,35.940102,-94.6819925
Adair County,OK,1994,4.3,35.940102,-94.6819925
Adair County,OK,1995,5.1,35.940102,-94.6819925
Adair County,OK,1996,5.9,35.940102,-94.6819925
Adair County,OK,1997,6,35.940102,-94.6819925
Adair County,OK,1998,7.2,35.940102,-94.6819925
Adair County,OK,1999,5.6,35.940102,-94.6819925
Adair County,OK,2000,3.6,35.940102,-94.6819925
Adair County,OK,2001,4.1,35.940102,-94.6819925
Adair County,OK,2002,5,35.940102,-94.6819925
Adair County,OK,2003,8,35.940102,-94.6819925
Adair County,OK,2004,6.3,35.940102,-94.6819925
Adair County,OK,2005,4.9,35.940102,-94.6819925
Adair County,OK,2006,4.5,35.940102,-94.6819925
Adair County,OK,2007,4.8,35.940102,-94.6819925
Adair County,OK,2008,4.9,35.940102,-94.6819925
Adair County,OK,2009,8.3,35.940102,-94.6819925
Adair County,OK,2010,8.4,35.940102,-94.6819925
Adair County,OK,2011,7.3,35.940102,-94.6819925
Adams County,CO,1992,5.8,39.86871419,-104.7502174
Adams County,CO,1993,5.3,39.86871419,-104.7502174
Adams County,CO,1994,4.4,39.86871419,-104.7502174
Adams County,CO,1995,4,39.86871419,-104.7502174
Adams County,CO,1996,4.2,39.86871419,-104.7502174
Adams County,CO,1997,3.3,39.86871419,-104.7502174
Adams County,CO,1998,3.4,39.86871419,-104.7502174
Adams County,CO,1999,2.8,39.86871419,-104.7502174
Adams County,CO,2000,2.8,39.86871419,-104.7502174
Adams County,CO,2001,4,39.86871419,-104.7502174
Adams County,CO,2002,6.3,39.86871419,-104.7502174
Adams County,CO,2003,7.2,39.86871419,-104.7502174
Adams County,CO,2004,6.5,39.86871419,-104.7502174
Adams County,CO,2005,5.8,39.86871419,-104.7502174
Adams County,CO,2006,4.8,39.86871419,-104.7502174
Adams County,CO,2007,4.3,39.86871419,-104.7502174
Adams County,CO,2008,5.4,39.86871419,-104.7502174
Adams County,CO,2009,9.4,39.86871419,-104.7502174
Adams County,CO,2010,10.2,39.86871419,-104.7502174
Adams County,CO,2011,9.7,39.86871419,-104.7502174
Adams County,IA,1992,3.7,41.0716714,-94.7311978
Adams County,IA,1993,3.5,41.0716714,-94.7311978
Adams County,IA,1994,3.4,41.0716714,-94.7311978
Adams County,IA,1995,3.2,41.0716714,-94.7311978
Adams County,IA,1996,8.8,41.0716714,-94.7311978
Adams County,IA,1997,5.7,41.0716714,-94.7311978
Adams County,IA,1998,3.5,41.0716714,-94.7311978
Adams County,IA,1999,2.5,41.0716714,-94.7311978
Adams County,IA,2000,4,41.0716714,-94.7311978
Adams County,IA,2001,4.2,41.0716714,-94.7311978
Adams County,IA,2002,4.7,41.0716714,-94.7311978
Adams County,IA,2003,4.9,41.0716714,-94.7311978
Adams County,IA,2004,5.2,41.0716714,-94.7311978
Adams County,IA,2005,5.2,41.0716714,-94.7311978
Adams County,IA,2006,4.6,41.0716714,-94.7311978
Adams County,IA,2007,4.2,41.0716714,-94.7311978
Adams County,IA,2008,4.1,41.0716714,-94.7311978
Adams County,IA,2009,5.9,41.0716714,-94.7311978
Adams County,IA,2010,5.4,41.0716714,-94.7311978
Adams County,IA,2011,5.1,41.0716714,-94.7311978
Adams County,ID,1992,13.8,44.784331,-116.374858
Adams County,ID,1993,14.3,44.784331,-116.374858
Adams County,ID,1994,11.6,44.784331,-116.374858
Adams County,ID,1995,13.8,44.784331,-116.374858
Adams County,ID,1996,14.4,44.784331,-116.374858
Adams County,ID,1997,14.6,44.784331,-116.374858
Adams County,ID,1998,14.9,44.784331,-116.374858
Adams County,ID,1999,14.2,44.784331,-116.374858
Adams County,ID,2000,9.9,44.784331,-116.374858
Adams County,ID,2001,10.9,44.784331,-116.374858
Adams County,ID,2002,11.7,44.784331,-116.374858
Adams County,ID,2003,11.7,44.784331,-116.374858
Adams County,ID,2004,11.3,44.784331,-116.374858
Adams County,ID,2005,7.5,44.784331,-116.374858
Adams County,ID,2006,5.8,44.784331,-116.374858
Adams County,ID,2007,5.5,44.784331,-116.374858
Adams County,ID,2008,10,44.784331,-116.374858
Adams County,ID,2009,14,44.784331,-116.374858
Adams County,ID,2010,16.5,44.784331,-116.374858
Adams County,ID,2011,17.3,44.784331,-116.374858
Adams County,IL,1992,6.7,40.00753786,-91.16535423
Adams County,IL,1993,5.9,40.00753786,-91.16535423
Adams County,IL,1994,3.8,40.00753786,-91.16535423
Adams County,IL,1995,4.3,40.00753786,-91.16535423
Adams County,IL,1996,4.2,40.00753786,-91.16535423
Adams County,IL,1997,3.6,40.00753786,-91.16535423
Adams County,IL,1998,3.6,40.00753786,-91.16535423
Adams County,IL,1999,3.4,40.00753786,-91.16535423
Adams County,IL,2000,3.8,40.00753786,-91.16535423
Adams County,IL,2001,4.5,40.00753786,-91.16535423
Adams County,IL,2002,4.7,40.00753786,-91.16535423
Adams County,IL,2003,5.4,40.00753786,-91.16535423
Adams County,IL,2004,4.6,40.00753786,-91.16535423
Adams County,IL,2005,3.9,40.00753786,-91.16535423
Adams County,IL,2006,3.6,40.00753786,-91.16535423
Adams County,IL,2007,4.1,40.00753786,-91.16535423
Adams County,IL,2008,4.9,40.00753786,-91.16535423
Adams County,IL,2009,7.2,40.00753786,-91.16535423
Adams County,IL,2010,7.5,40.00753786,-91.16535423
Adams County,IL,2011,6.6,40.00753786,-91.16535423
Adams County,IN,1992,6.8,40.74667875,-84.9918425
Adams County,IN,1993,4.7,40.74667875,-84.9918425
Adams County,IN,1994,3.5,40.74667875,-84.9918425
Adams County,IN,1995,4.7,40.74667875,-84.9918425
Adams County,IN,1996,3.8,40.74667875,-84.9918425
Adams County,IN,1997,2.7,40.74667875,-84.9918425
Adams County,IN,1998,2,40.74667875,-84.9918425
Adams County,IN,1999,2.1,40.74667875,-84.9918425
Adams County,IN,2000,2.6,40.74667875,-84.9918425
Adams County,IN,2001,4.8,40.74667875,-84.9918425
Adams County,IN,2002,4.6,40.74667875,-84.9918425
Adams County,IN,2003,4.3,40.74667875,-84.9918425
Adams County,IN,2004,4.1,40.74667875,-84.9918425
Adams County,IN,2005,4.7,40.74667875,-84.9918425
Adams County,IN,2006,4.3,40.74667875,-84.9918425
Adams County,IN,2007,4.3,40.74667875,-84.9918425
Adams County,IN,2008,7.6,40.74667875,-84.9918425
Adams County,IN,2009,14.7,40.74667875,-84.9918425
Adams County,IN,2010,10.6,40.74667875,-84.9918425
Adams County,IN,2011,8.4,40.74667875,-84.9918425
Adams County,MS,1992,8.3,31.5117635,-91.219185
Adams County,MS,1993,7.8,31.5117635,-91.219185
Adams County,MS,1994,8.3,31.5117635,-91.219185
Adams County,MS,1995,7.8,31.5117635,-91.219185
Adams County,MS,1996,7.1,31.5117635,-91.219185
Adams County,MS,1997,9.4,31.5117635,-91.219185
Adams County,MS,1998,8.5,31.5117635,-91.219185
Adams County,MS,1999,9,31.5117635,-91.219185
Adams County,MS,2000,6.6,31.5117635,-91.219185
Adams County,MS,2001,6.7,31.5117635,-91.219185
Adams County,MS,2002,7.5,31.5117635,-91.219185
Adams County,MS,2003,8.6,31.5117635,-91.219185
Adams County,MS,2004,7.7,31.5117635,-91.219185
Adams County,MS,2005,9.4,31.5117635,-91.219185
Adams County,MS,2006,7.1,31.5117635,-91.219185
Adams County,MS,2007,6.6,31.5117635,-91.219185
Adams County,MS,2008,6.7,31.5117635,-91.219185
Adams County,MS,2009,9.1,31.5117635,-91.219185
Adams County,MS,2010,11,31.5117635,-91.219185
Adams County,MS,2011,10.6,31.5117635,-91.219185
Adams County,ND,1992,2.3,46.22499633,-102.4234317
Adams County,ND,1993,2.3,46.22499633,-102.4234317
Adams County,ND,1994,2,46.22499633,-102.4234317
Adams County,ND,1995,1.7,46.22499633,-102.4234317
Adams County,ND,1996,1.7,46.22499633,-102.4234317
Adams County,ND,1997,2.2,46.22499633,-102.4234317
Adams County,ND,1998,2.4,46.22499633,-102.4234317
Adams County,ND,1999,2.7,46.22499633,-102.4234317
Adams County,ND,2000,2.6,46.22499633,-102.4234317
Adams County,ND,2001,2.6,46.22499633,-102.4234317
Adams County,ND,2002,3.3,46.22499633,-102.4234317
Adams County,ND,2003,2.9,46.22499633,-102.4234317
Adams County,ND,2004,2.7,46.22499633,-102.4234317
Adams County,ND,2005,3.3,46.22499633,-102.4234317
Adams County,ND,2006,2.9,46.22499633,-102.4234317
Adams County,ND,2007,2.5,46.22499633,-102.4234317
Adams County,ND,2008,2.3,46.22499633,-102.4234317
Adams County,ND,2009,3.2,46.22499633,-102.4234317
Adams County,ND,2010,2.8,46.22499633,-102.4234317
Adams County,ND,2011,2.7,46.22499633,-102.4234317
Adams County,NE,1992,1.9,40.50284842,-98.51405417
Adams County,NE,1993,1.8,40.50284842,-98.51405417
Adams County,NE,1994,1.6,40.50284842,-98.51405417
Adams County,NE,1995,1.5,40.50284842,-98.51405417
Adams County,NE,1996,1.8,40.50284842,-98.51405417
Adams County,NE,1997,1.8,40.50284842,-98.51405417
Adams County,NE,1998,2,40.50284842,-98.51405417
Adams County,NE,1999,2.1,40.50284842,-98.51405417
Adams County,NE,2000,2.6,40.50284842,-98.51405417
Adams County,NE,2001,3.1,40.50284842,-98.51405417
Adams County,NE,2002,3.6,40.50284842,-98.51405417
Adams County,NE,2003,4.1,40.50284842,-98.51405417
Adams County,NE,2004,3.8,40.50284842,-98.51405417
Adams County,NE,2005,3.5,40.50284842,-98.51405417
Adams County,NE,2006,2.8,40.50284842,-98.51405417
Adams County,NE,2007,2.7,40.50284842,-98.51405417
Adams County,NE,2008,3,40.50284842,-98.51405417
Adams County,NE,2009,5.1,40.50284842,-98.51405417
Adams County,NE,2010,4.6,40.50284842,-98.51405417
Adams County,NE,2011,4.2,40.50284842,-98.51405417
Adams County,OH,1992,14.5,38.8325004,-83.4650787
Adams County,OH,1993,15.1,38.8325004,-83.4650787
Adams County,OH,1994,12.7,38.8325004,-83.4650787
Adams County,OH,1995,12.4,38.8325004,-83.4650787
Adams County,OH,1996,13,38.8325004,-83.4650787
Adams County,OH,1997,11.4,38.8325004,-83.4650787
Adams County,OH,1998,11.1,38.8325004,-83.4650787
Adams County,OH,1999,9.6,38.8325004,-83.4650787
Adams County,OH,2000,7.1,38.8325004,-83.4650787
Adams County,OH,2001,7.4,38.8325004,-83.4650787
Adams County,OH,2002,9.6,38.8325004,-83.4650787
Adams County,OH,2003,9.7,38.8325004,-83.4650787
Adams County,OH,2004,9.3,38.8325004,-83.4650787
Adams County,OH,2005,8.2,38.8325004,-83.4650787
Adams County,OH,2006,7.5,38.8325004,-83.4650787
Adams County,OH,2007,7.6,38.8325004,-83.4650787
Adams County,OH,2008,9.3,38.8325004,-83.4650787
Adams County,OH,2009,14.3,38.8325004,-83.4650787
Adams County,OH,2010,14.1,38.8325004,-83.4650787
Adams County,OH,2011,12.7,38.8325004,-83.4650787
Adams County,PA,1992,6,39.90138006,-77.18329235
Adams County,PA,1993,5.3,39.90138006,-77.18329235
Adams County,PA,1994,4.6,39.90138006,-77.18329235
Adams County,PA,1995,4.3,39.90138006,-77.18329235
Adams County,PA,1996,4.7,39.90138006,-77.18329235
Adams County,PA,1997,4.7,39.90138006,-77.18329235
Adams County,PA,1998,4.1,39.90138006,-77.18329235
Adams County,PA,1999,3.7,39.90138006,-77.18329235
Adams County,PA,2000,3.2,39.90138006,-77.18329235
Adams County,PA,2001,3.8,39.90138006,-77.18329235
Adams County,PA,2002,4.2,39.90138006,-77.18329235
Adams County,PA,2003,4.2,39.90138006,-77.18329235
Adams County,PA,2004,4,39.90138006,-77.18329235
Adams County,PA,2005,3.6,39.90138006,-77.18329235
Adams County,PA,2006,3.4,39.90138006,-77.18329235
Adams County,PA,2007,3.3,39.90138006,-77.18329235
Adams County,PA,2008,4.4,39.90138006,-77.18329235
Adams County,PA,2009,7.3,39.90138006,-77.18329235
Adams County,PA,2010,7.7,39.90138006,-77.18329235
Adams County,PA,2011,6.7,39.90138006,-77.18329235
Adams County,WA,1992,13.9,46.9609524,-118.4948927
Adams County,WA,1993,14.5,46.9609524,-118.4948927
Adams County,WA,1994,11.9,46.9609524,-118.4948927
Adams County,WA,1995,10.7,46.9609524,-118.4948927
Adams County,WA,1996,10.5,46.9609524,-118.4948927
Adams County,WA,1997,9.3,46.9609524,-118.4948927
Adams County,WA,1998,9.3,46.9609524,-118.4948927
Adams County,WA,1999,9.9,46.9609524,-118.4948927
Adams County,WA,2000,7.5,46.9609524,-118.4948927
Adams County,WA,2001,8.6,46.9609524,-118.4948927
Adams County,WA,2002,9.1,46.9609524,-118.4948927
Adams County,WA,2003,8.8,46.9609524,-118.4948927
Adams County,WA,2004,7.8,46.9609524,-118.4948927
Adams County,WA,2005,6.8,46.9609524,-118.4948927
Adams County,WA,2006,6.2,46.9609524,-118.4948927
Adams County,WA,2007,5.9,46.9609524,-118.4948927
Adams County,WA,2008,6.2,46.9609524,-118.4948927
Adams County,WA,2009,9,46.9609524,-118.4948927
Adams County,WA,2010,9.9,46.9609524,-118.4948927
Adams County,WA,2011,9.4,46.9609524,-118.4948927
Adams County,WI,1992,6.7,44.00753436,-89.68361429
Adams County,WI,1993,5.6,44.00753436,-89.68361429
Adams County,WI,1994,5.6,44.00753436,-89.68361429
Adams County,WI,1995,5.1,44.00753436,-89.68361429
Adams County,WI,1996,5,44.00753436,-89.68361429
Adams County,WI,1997,4.9,44.00753436,-89.68361429
Adams County,WI,1998,4.2,44.00753436,-89.68361429
Adams County,WI,1999,3.8,44.00753436,-89.68361429
Adams County,WI,2000,4.4,44.00753436,-89.68361429
Adams County,WI,2001,5,44.00753436,-89.68361429
Adams County,WI,2002,5.8,44.00753436,-89.68361429
Adams County,WI,2003,5.9,44.00753436,-89.68361429
Adams County,WI,2004,6.9,44.00753436,-89.68361429
Adams County,WI,2005,7,44.00753436,-89.68361429
Adams County,WI,2006,6.6,44.00753436,-89.68361429
Adams County,WI,2007,6.4,44.00753436,-89.68361429
Adams County,WI,2008,6.9,44.00753436,-89.68361429
Adams County,WI,2009,10.7,44.00753436,-89.68361429
Adams County,WI,2010,11.1,44.00753436,-89.68361429
Adams County,WI,2011,10.5,44.00753436,-89.68361429
Addison County,VT,1992,7.2,44.03228147,-73.11615821
Addison County,VT,1993,6.4,44.03228147,-73.11615821
Addison County,VT,1994,5.3,44.03228147,-73.11615821
Addison County,VT,1995,4.4,44.03228147,-73.11615821
Addison County,VT,1996,4.6,44.03228147,-73.11615821
Addison County,VT,1997,4,44.03228147,-73.11615821
Addison County,VT,1998,3.3,44.03228147,-73.11615821
Addison County,VT,1999,3.1,44.03228147,-73.11615821
Addison County,VT,2000,2.5,44.03228147,-73.11615821
Addison County,VT,2001,3,44.03228147,-73.11615821
Addison County,VT,2002,3.6,44.03228147,-73.11615821
Addison County,VT,2003,4,44.03228147,-73.11615821
Addison County,VT,2004,3.5,44.03228147,-73.11615821
Addison County,VT,2005,3.3,44.03228147,-73.11615821
Addison County,VT,2006,3.3,44.03228147,-73.11615821
Addison County,VT,2007,3.8,44.03228147,-73.11615821
Addison County,VT,2008,4.3,44.03228147,-73.11615821
Addison County,VT,2009,6.4,44.03228147,-73.11615821
Addison County,VT,2010,6.2,44.03228147,-73.11615821
Addison County,VT,2011,5,44.03228147,-73.11615821
Aiken County,SC,1992,6.5,33.57016339,-81.69537957
Aiken County,SC,1993,7.7,33.57016339,-81.69537957
Aiken County,SC,1994,6.2,33.57016339,-81.69537957
Aiken County,SC,1995,7.3,33.57016339,-81.69537957
Aiken County,SC,1996,6.6,33.57016339,-81.69537957
Aiken County,SC,1997,5.8,33.57016339,-81.69537957
Aiken County,SC,1998,4.3,33.57016339,-81.69537957
Aiken County,SC,1999,4.5,33.57016339,-81.69537957
Aiken County,SC,2000,3.7,33.57016339,-81.69537957
Aiken County,SC,2001,5,33.57016339,-81.69537957
Aiken County,SC,2002,5.1,33.57016339,-81.69537957
Aiken County,SC,2003,5.2,33.57016339,-81.69537957
Aiken County,SC,2004,5.7,33.57016339,-81.69537957
Aiken County,SC,2005,5.9,33.57016339,-81.69537957
Aiken County,SC,2006,6.3,33.57016339,-81.69537957
Aiken County,SC,2007,5.3,33.57016339,-81.69537957
Aiken County,SC,2008,5.8,33.57016339,-81.69537957
Aiken County,SC,2009,9.4,33.57016339,-81.69537957
Aiken County,SC,2010,8.8,33.57016339,-81.69537957
Aiken County,SC,2011,8.8,33.57016339,-81.69537957
Aitkin County,MN,1992,11.9,46.6013275,-93.31069333
Aitkin County,MN,1993,11.9,46.6013275,-93.31069333
Aitkin County,MN,1994,10.5,46.6013275,-93.31069333
Aitkin County,MN,1995,9.5,46.6013275,-93.31069333
Aitkin County,MN,1996,9.6,46.6013275,-93.31069333
Aitkin County,MN,1997,8.5,46.6013275,-93.31069333
Aitkin County,MN,1998,8.1,46.6013275,-93.31069333
Aitkin County,MN,1999,7.5,46.6013275,-93.31069333
Aitkin County,MN,2000,6.1,46.6013275,-93.31069333
Aitkin County,MN,2001,6.5,46.6013275,-93.31069333
Aitkin County,MN,2002,6.6,46.6013275,-93.31069333
Aitkin County,MN,2003,7,46.6013275,-93.31069333
Aitkin County,MN,2004,6.9,46.6013275,-93.31069333
Aitkin County,MN,2005,6.2,46.6013275,-93.31069333
Aitkin County,MN,2006,6,46.6013275,-93.31069333
Aitkin County,MN,2007,6.9,46.6013275,-93.31069333
Aitkin County,MN,2008,8,46.6013275,-93.31069333
Aitkin County,MN,2009,10.6,46.6013275,-93.31069333
Aitkin County,MN,2010,9.8,46.6013275,-93.31069333
Aitkin County,MN,2011,8.9,46.6013275,-93.31069333
Alachua County,FL,1992,4.9,29.69880059,-82.34446577
Alachua County,FL,1993,3.9,29.69880059,-82.34446577
Alachua County,FL,1994,3.3,29.69880059,-82.34446577
Alachua County,FL,1995,2.9,29.69880059,-82.34446577
Alachua County,FL,1996,2.9,29.69880059,-82.34446577
Alachua County,FL,1997,2.9,29.69880059,-82.34446577
Alachua County,FL,1998,2.6,29.69880059,-82.34446577
Alachua County,FL,1999,2.2,29.69880059,-82.34446577
Alachua County,FL,2000,3,29.69880059,-82.34446577
Alachua County,FL,2001,3.5,29.69880059,-82.34446577
Alachua County,FL,2002,3.9,29.69880059,-82.34446577
Alachua County,FL,2003,3.6,29.69880059,-82.34446577
Alachua County,FL,2004,3.4,29.69880059,-82.34446577
Alachua County,FL,2005,2.9,29.69880059,-82.34446577
Alachua County,FL,2006,2.6,29.69880059,-82.34446577
Alachua County,FL,2007,2.9,29.69880059,-82.34446577
Alachua County,FL,2008,4.3,29.69880059,-82.34446577
Alachua County,FL,2009,7,29.69880059,-82.34446577
Alachua County,FL,2010,7.9,29.69880059,-82.34446577
Alachua County,FL,2011,7.7,29.69880059,-82.34446577
Alamance County,NC,1992,5.5,36.017433,-79.41101308
Alamance County,NC,1993,4.6,36.017433,-79.41101308
Alamance County,NC,1994,3.5,36.017433,-79.41101308
Alamance County,NC,1995,3.8,36.017433,-79.41101308
Alamance County,NC,1996,3.6,36.017433,-79.41101308
Alamance County,NC,1997,3.5,36.017433,-79.41101308
Alamance County,NC,1998,2.9,36.017433,-79.41101308
Alamance County,NC,1999,2.5,36.017433,-79.41101308
Alamance County,NC,2000,3.2,36.017433,-79.41101308
Alamance County,NC,2001,5.6,36.017433,-79.41101308
Alamance County,NC,2002,7.2,36.017433,-79.41101308
Alamance County,NC,2003,7.2,36.017433,-79.41101308
Alamance County,NC,2004,6.3,36.017433,-79.41101308
Alamance County,NC,2005,6,36.017433,-79.41101308
Alamance County,NC,2006,5.5,36.017433,-79.41101308
Alamance County,NC,2007,5.1,36.017433,-79.41101308
Alamance County,NC,2008,6.6,36.017433,-79.41101308
Alamance County,NC,2009,11.5,36.017433,-79.41101308
Alamance County,NC,2010,11.7,36.017433,-79.41101308
